collab_id,period,year,month,source_dept,target_dept,collaboration_type,interactions_count,avg_resolution_days,satisfaction_score,outcome,region
COLLAB0657,2025-11-01,2025,Nov 2025,Sales,Finance,Review,11,13.4,71.1,Successful,South
COLLAB0658,2025-11-01,2025,Nov 2025,Sales,Finance,Project,25,3.5,86.5,Successful,North
COLLAB0659,2025-11-01,2025,Nov 2025,Sales,HR,Support,5,12.4,86.1,Failed,North
COLLAB0660,2025-11-01,2025,Nov 2025,Sales,HR,Training,34,9.6,81.2,Failed,South
COLLAB0661,2025-11-01,2025,Nov 2025,Sales,HR,Escalation,17,2.6,83.4,Successful,South
COLLAB0662,2025-11-01,2025,Nov 2025,Sales,IT,Training,39,3.9,74.5,Successful,West
COLLAB0663,2025-11-01,2025,Nov 2025,Sales,IT,Review,22,13.8,91.6,Failed,Central
COLLAB0664,2025-11-01,2025,Nov 2025,Sales,IT,Support,48,1.7,58.6,Successful,South
COLLAB0665,2025-11-01,2025,Nov 2025,Sales,IT,Support,12,14.3,63.4,Successful,North
COLLAB0666,2025-11-01,2025,Nov 2025,Sales,Operations,Training,18,10.5,69.3,Partial,West
COLLAB0667,2025-11-01,2025,Nov 2025,Sales,Operations,Escalation,34,14.1,68.0,Successful,West
COLLAB0668,2025-12-01,2025,Dec 2025,Finance,HR,Support,37,7.3,82.2,Partial,North
COLLAB0669,2025-12-01,2025,Dec 2025,Finance,HR,Project,41,4.8,62.0,Partial,South
COLLAB0670,2025-12-01,2025,Dec 2025,Finance,IT,Support,40,3.7,63.3,Successful,East
COLLAB0671,2025-12-01,2025,Dec 2025,Finance,IT,Support,29,10.6,95.6,Successful,North
COLLAB0672,2025-12-01,2025,Dec 2025,Finance,IT,Review,29,1.6,86.0,Failed,North
COLLAB0673,2025-12-01,2025,Dec 2025,Finance,IT,Review,39,1.8,88.4,Partial,North
COLLAB0674,2025-12-01,2025,Dec 2025,Finance,Operations,Project,18,14.9,57.7,Successful,South
COLLAB0675,2025-12-01,2025,Dec 2025,Finance,Operations,Training,6,11.0,91.9,Partial,West
COLLAB0676,2025-12-01,2025,Dec 2025,Finance,Operations,Support,13,9.4,70.2,Successful,Central
COLLAB0677,2025-12-01,2025,Dec 2025,Finance,Sales,Support,13,2.0,57.4,Successful,West
COLLAB0678,2025-12-01,2025,Dec 2025,Finance,Sales,Training,39,14.5,61.1,Successful,Central
COLLAB0679,2025-12-01,2025,Dec 2025,HR,Finance,Escalation,7,2.3,63.1,Partial,West
COLLAB0680,2025-12-01,2025,Dec 2025,HR,Finance,Review,8,14.8,83.9,Partial,North
COLLAB0681,2025-12-01,2025,Dec 2025,HR,IT,Review,49,1.6,92.3,Partial,West
COLLAB0682,2025-12-01,2025,Dec 2025,HR,IT,Support,6,14.1,66.1,Successful,East
COLLAB0683,2025-12-01,2025,Dec 2025,HR,IT,Training,27,1.8,58.5,Successful,Central
COLLAB0684,2025-12-01,2025,Dec 2025,HR,IT,Escalation,11,5.0,63.4,Partial,North
COLLAB0685,2025-12-01,2025,Dec 2025,HR,Operations,Project,26,10.1,71.7,Successful,West
COLLAB0686,2025-12-01,2025,Dec 2025,HR,Operations,Support,29,3.2,95.1,Successful,East
COLLAB0687,2025-12-01,2025,Dec 2025,HR,Operations,Escalation,41,10.1,94.9,Failed,Central
COLLAB0688,2025-12-01,2025,Dec 2025,HR,Sales,Review,15,2.5,59.1,Successful,North
COLLAB0689,2025-12-01,2025,Dec 2025,HR,Sales,Escalation,20,12.1,80.4,Partial,West
COLLAB0690,2025-12-01,2025,Dec 2025,HR,Sales,Project,16,1.2,67.1,Partial,South
COLLAB0691,2025-12-01,2025,Dec 2025,HR,Sales,Project,19,12.4,87.7,Successful,South
COLLAB0692,2025-12-01,2025,Dec 2025,IT,Finance,Project,11,10.5,63.4,Partial,South
COLLAB0693,2025-12-01,2025,Dec 2025,IT,Finance,Escalation,12,2.6,77.3,Successful,East
COLLAB0694,2025-12-01,2025,Dec 2025,IT,Finance,Support,9,2.9,96.0,Successful,South
COLLAB0695,2025-12-01,2025,Dec 2025,IT,Finance,Support,37,13.6,79.2,Successful,South
COLLAB0696,2025-12-01,2025,Dec 2025,IT,HR,Training,10,8.8,69.9,Successful,North
COLLAB0697,2025-12-01,2025,Dec 2025,IT,HR,Support,41,7.6,96.8,Partial,East
COLLAB0698,2025-12-01,2025,Dec 2025,IT,HR,Review,47,1.5,89.6,Successful,East
COLLAB0699,2025-12-01,2025,Dec 2025,IT,HR,Project,9,8.9,56.8,Successful,North
COLLAB0700,2025-12-01,2025,Dec 2025,IT,Operations,Project,36,7.7,69.6,Successful,North
COLLAB0701,2025-12-01,2025,Dec 2025,IT,Operations,Support,49,14.3,61.0,Successful,West
COLLAB0702,2025-12-01,2025,Dec 2025,IT,Sales,Training,12,10.9,85.3,Successful,West
COLLAB0703,2025-12-01,2025,Dec 2025,IT,Sales,Review,41,8.5,68.9,Successful,Central
COLLAB0704,2025-12-01,2025,Dec 2025,IT,Sales,Project,26,4.9,59.1,Partial,North
COLLAB0705,2025-12-01,2025,Dec 2025,IT,Sales,Project,13,9.8,73.1,Partial,North
COLLAB0706,2025-12-01,2025,Dec 2025,Operations,Finance,Project,24,11.1,79.9,Successful,East
COLLAB0707,2025-12-01,2025,Dec 2025,Operations,Finance,Review,5,11.6,76.4,Successful,Central
COLLAB0708,2025-12-01,2025,Dec 2025,Operations,HR,Review,11,5.5,66.0,Successful,Central
COLLAB0709,2025-12-01,2025,Dec 2025,Operations,HR,Training,49,1.7,57.7,Partial,South
COLLAB0710,2025-12-01,2025,Dec 2025,Operations,HR,Project,19,14.1,95.3,Successful,North
COLLAB0711,2025-12-01,2025,Dec 2025,Operations,HR,Review,29,5.1,57.8,Partial,North
COLLAB0712,2025-12-01,2025,Dec 2025,Operations,IT,Training,9,5.4,55.5,Successful,Central
COLLAB0713,2025-12-01,2025,Dec 2025,Operations,IT,Review,11,9.5,91.4,Partial,Central
COLLAB0714,2025-12-01,2025,Dec 2025,Operations,IT,Training,23,8.1,64.6,Partial,North
COLLAB0715,2025-12-01,2025,Dec 2025,Operations,IT,Training,36,4.4,70.8,Successful,North
COLLAB0716,2025-12-01,2025,Dec 2025,Operations,Sales,Support,30,5.1,77.4,Successful,Central
COLLAB0717,2025-12-01,2025,Dec 2025,Operations,Sales,Project,20,3.2,59.5,Partial,West
COLLAB0718,2025-12-01,2025,Dec 2025,Sales,Finance,Review,35,9.3,88.3,Partial,South
COLLAB0719,2025-12-01,2025,Dec 2025,Sales,Finance,Support,28,1.5,69.1,Successful,North
COLLAB0720,2025-12-01,2025,Dec 2025,Sales,Finance,Support,27,8.8,75.7,Successful,East
COLLAB0721,2025-12-01,2025,Dec 2025,Sales,HR,Project,35,5.8,80.2,Successful,Central
COLLAB0722,2025-12-01,2025,Dec 2025,Sales,HR,Review,36,10.7,82.8,Successful,South
COLLAB0723,2025-12-01,2025,Dec 2025,Sales,HR,Support,11,13.5,56.6,Successful,Central
COLLAB0724,2025-12-01,2025,Dec 2025,Sales,HR,Training,21,6.9,55.4,Successful,East
COLLAB0725,2025-12-01,2025,Dec 2025,Sales,IT,Training,18,5.0,92.2,Successful,Central
COLLAB0726,2025-12-01,2025,Dec 2025,Sales,IT,Review,46,3.8,84.5,Successful,Central
COLLAB0727,2025-12-01,2025,Dec 2025,Sales,IT,Review,28,4.8,60.9,Failed,East
COLLAB0728,2025-12-01,2025,Dec 2025,Sales,Operations,Escalation,34,11.4,94.9,Failed,North
COLLAB0729,2025-12-01,2025,Dec 2025,Sales,Operations,Training,8,10.7,82.9,Successful,Central
COLLAB0730,2025-12-01,2025,Dec 2025,Sales,Operations,Project,24,13.7,92.8,Partial,East
COLLAB0731,2026-01-01,2026,Jan 2026,Finance,HR,Training,21,8.1,59.3,Successful,South
COLLAB0732,2026-01-01,2026,Jan 2026,Finance,HR,Escalation,34,8.2,57.3,Successful,East
COLLAB0733,2026-01-01,2026,Jan 2026,Finance,HR,Support,24,12.0,57.5,Successful,West
COLLAB0734,2026-01-01,2026,Jan 2026,Finance,HR,Project,43,5.8,83.3,Partial,North
COLLAB0735,2026-01-01,2026,Jan 2026,Finance,IT,Support,11,2.2,92.8,Successful,West
COLLAB0736,2026-01-01,2026,Jan 2026,Finance,IT,Training,37,8.8,97.3,Partial,East
COLLAB0737,2026-01-01,2026,Jan 2026,Finance,IT,Review,16,8.9,69.1,Successful,East
COLLAB0738,2026-01-01,2026,Jan 2026,Finance,Operations,Review,5,4.7,63.1,Successful,North
COLLAB0739,2026-01-01,2026,Jan 2026,Finance,Operations,Project,9,5.7,84.2,Successful,Central
COLLAB0740,2026-01-01,2026,Jan 2026,Finance,Sales,Escalation,47,10.7,79.0,Successful,Central
COLLAB0741,2026-01-01,2026,Jan 2026,Finance,Sales,Escalation,5,14.9,88.6,Successful,South
COLLAB0742,2026-01-01,2026,Jan 2026,Finance,Sales,Training,6,12.1,74.4,Failed,North
COLLAB0743,2026-01-01,2026,Jan 2026,Finance,Sales,Review,40,5.0,87.3,Successful,North
COLLAB0744,2026-01-01,2026,Jan 2026,HR,Finance,Project,32,5.3,96.6,Successful,Central
COLLAB0745,2026-01-01,2026,Jan 2026,HR,Finance,Review,40,6.7,78.8,Successful,East
COLLAB0746,2026-01-01,2026,Jan 2026,HR,Finance,Escalation,24,13.7,95.1,Partial,South
COLLAB0747,2026-01-01,2026,Jan 2026,HR,Finance,Review,20,12.7,79.2,Successful,West
COLLAB0748,2026-01-01,2026,Jan 2026,HR,IT,Escalation,14,11.4,64.0,Partial,West
COLLAB0749,2026-01-01,2026,Jan 2026,HR,IT,Escalation,27,1.0,91.8,Successful,East
COLLAB0750,2026-01-01,2026,Jan 2026,HR,IT,Escalation,30,11.0,87.6,Successful,Central
COLLAB0751,2026-01-01,2026,Jan 2026,HR,Operations,Support,45,9.0,55.0,Partial,East
COLLAB0752,2026-01-01,2026,Jan 2026,HR,Operations,Escalation,34,8.9,76.4,Partial,East
COLLAB0753,2026-01-01,2026,Jan 2026,HR,Operations,Training,25,14.4,85.4,Partial,South
COLLAB0754,2026-01-01,2026,Jan 2026,HR,Sales,Training,25,11.6,81.2,Failed,Central
COLLAB0755,2026-01-01,2026,Jan 2026,HR,Sales,Training,12,11.7,77.4,Successful,West
COLLAB0756,2026-01-01,2026,Jan 2026,IT,Finance,Training,9,8.1,73.6,Successful,West
COLLAB0757,2026-01-01,2026,Jan 2026,IT,Finance,Project,22,7.8,57.1,Successful,Central
COLLAB0758,2026-01-01,2026,Jan 2026,IT,Finance,Training,5,3.3,85.3,Successful,South
COLLAB0759,2026-01-01,2026,Jan 2026,IT,Finance,Escalation,37,3.2,68.1,Successful,East
COLLAB0760,2026-01-01,2026,Jan 2026,IT,HR,Training,29,4.2,69.2,Successful,Central
COLLAB0761,2026-01-01,2026,Jan 2026,IT,HR,Escalation,26,15.0,59.9,Successful,South
COLLAB0762,2026-01-01,2026,Jan 2026,IT,HR,Training,34,5.8,77.3,Partial,East
COLLAB0763,2026-01-01,2026,Jan 2026,IT,Operations,Support,47,14.0,81.8,Partial,East
COLLAB0764,2026-01-01,2026,Jan 2026,IT,Operations,Review,28,8.1,93.9,Partial,Central
COLLAB0765,2026-01-01,2026,Jan 2026,IT,Sales,Support,48,13.1,75.8,Partial,East
COLLAB0766,2026-01-01,2026,Jan 2026,IT,Sales,Training,13,3.0,68.2,Successful,West
COLLAB0767,2026-01-01,2026,Jan 2026,Operations,Finance,Review,31,12.5,66.0,Successful,South
COLLAB0768,2026-01-01,2026,Jan 2026,Operations,Finance,Escalation,38,11.7,89.1,Successful,West
COLLAB0769,2026-01-01,2026,Jan 2026,Operations,Finance,Review,22,12.2,71.8,Partial,Central
COLLAB0770,2026-01-01,2026,Jan 2026,Operations,Finance,Project,26,5.1,89.6,Partial,North
COLLAB0771,2026-01-01,2026,Jan 2026,Operations,HR,Support,41,1.6,97.9,Successful,East
COLLAB0772,2026-01-01,2026,Jan 2026,Operations,HR,Training,18,7.1,67.3,Failed,Central
COLLAB0773,2026-01-01,2026,Jan 2026,Operations,IT,Project,49,14.1,55.2,Successful,South
COLLAB0774,2026-01-01,2026,Jan 2026,Operations,IT,Review,11,3.8,64.7,Successful,South
COLLAB0775,2026-01-01,2026,Jan 2026,Operations,Sales,Support,19,13.5,80.9,Partial,East
COLLAB0776,2026-01-01,2026,Jan 2026,Operations,Sales,Escalation,20,5.5,96.5,Successful,North
COLLAB0777,2026-01-01,2026,Jan 2026,Operations,Sales,Review,32,7.3,90.9,Successful,East
COLLAB0778,2026-01-01,2026,Jan 2026,Sales,Finance,Support,30,10.4,82.6,Failed,North
COLLAB0779,2026-01-01,2026,Jan 2026,Sales,Finance,Project,38,9.4,72.9,Successful,Central
COLLAB0780,2026-01-01,2026,Jan 2026,Sales,Finance,Review,31,12.5,64.3,Successful,South
COLLAB0781,2026-01-01,2026,Jan 2026,Sales,Finance,Training,34,1.4,90.1,Successful,South
COLLAB0782,2026-01-01,2026,Jan 2026,Sales,HR,Project,35,5.9,71.7,Successful,West
COLLAB0783,2026-01-01,2026,Jan 2026,Sales,HR,Support,16,5.2,64.0,Partial,Central
COLLAB0784,2026-01-01,2026,Jan 2026,Sales,HR,Support,39,2.2,61.8,Successful,South
COLLAB0785,2026-01-01,2026,Jan 2026,Sales,IT,Review,29,4.0,94.1,Partial,North
COLLAB0786,2026-01-01,2026,Jan 2026,Sales,IT,Review,45,4.4,73.1,Partial,South
COLLAB0787,2026-01-01,2026,Jan 2026,Sales,IT,Support,48,9.1,70.5,Successful,South
COLLAB0788,2026-01-01,2026,Jan 2026,Sales,IT,Training,32,5.8,89.0,Successful,West
COLLAB0789,2026-01-01,2026,Jan 2026,Sales,Operations,Support,19,4.9,57.3,Successful,North
COLLAB0790,2026-01-01,2026,Jan 2026,Sales,Operations,Escalation,49,7.8,62.9,Successful,East
COLLAB0791,2026-01-01,2026,Jan 2026,Sales,Operations,Escalation,9,14.3,81.5,Successful,South
COLLAB0792,2026-01-01,2026,Jan 2026,Sales,Operations,Support,15,2.3,78.3,Successful,West
COLLAB0793,2026-02-01,2026,Feb 2026,Finance,HR,Escalation,17,1.7,56.1,Successful,South
COLLAB0794,2026-02-01,2026,Feb 2026,Finance,HR,Project,24,4.4,79.7,Failed,Central
COLLAB0795,2026-02-01,2026,Feb 2026,Finance,IT,Review,7,5.6,83.8,Successful,Central
COLLAB0796,2026-02-01,2026,Feb 2026,Finance,IT,Review,37,11.6,97.7,Partial,Central
COLLAB0797,2026-02-01,2026,Feb 2026,Finance,IT,Review,38,12.7,86.4,Partial,East
COLLAB0798,2026-02-01,2026,Feb 2026,Finance,IT,Training,31,9.9,77.1,Failed,East
COLLAB0799,2026-02-01,2026,Feb 2026,Finance,Operations,Training,37,12.2,96.4,Successful,Central
COLLAB0800,2026-02-01,2026,Feb 2026,Finance,Operations,Escalation,16,11.6,95.3,Partial,South
COLLAB0801,2026-02-01,2026,Feb 2026,Finance,Operations,Training,34,3.3,96.9,Successful,East
COLLAB0802,2026-02-01,2026,Feb 2026,Finance,Operations,Support,16,12.1,74.0,Partial,West
COLLAB0803,2026-02-01,2026,Feb 2026,Finance,Sales,Review,13,8.2,58.9,Partial,North
COLLAB0804,2026-02-01,2026,Feb 2026,Finance,Sales,Escalation,43,5.3,63.6,Successful,Central
COLLAB0805,2026-02-01,2026,Feb 2026,HR,Finance,Project,39,11.5,75.0,Successful,East
COLLAB0806,2026-02-01,2026,Feb 2026,HR,Finance,Support,20,4.9,94.9,Successful,South
COLLAB0807,2026-02-01,2026,Feb 2026,HR,Finance,Project,26,2.2,65.7,Failed,South
COLLAB0808,2026-02-01,2026,Feb 2026,HR,Finance,Training,7,8.2,69.5,Partial,South
COLLAB0809,2026-02-01,2026,Feb 2026,HR,IT,Support,33,14.5,84.3,Failed,West
COLLAB0810,2026-02-01,2026,Feb 2026,HR,IT,Training,20,10.9,58.4,Partial,East
COLLAB0811,2026-02-01,2026,Feb 2026,HR,IT,Training,39,2.2,91.0,Failed,South
COLLAB0812,2026-02-01,2026,Feb 2026,HR,Operations,Review,15,14.0,96.3,Successful,East
COLLAB0813,2026-02-01,2026,Feb 2026,HR,Operations,Project,32,4.1,69.0,Successful,West
COLLAB0814,2026-02-01,2026,Feb 2026,HR,Operations,Project,6,8.9,83.1,Successful,East
COLLAB0815,2026-02-01,2026,Feb 2026,HR,Operations,Escalation,34,4.8,55.7,Partial,East
COLLAB0816,2026-02-01,2026,Feb 2026,HR,Sales,Support,27,1.3,61.8,Successful,North
COLLAB0817,2026-02-01,2026,Feb 2026,HR,Sales,Review,34,14.1,89.3,Partial,Central
COLLAB0818,2026-02-01,2026,Feb 2026,IT,Finance,Training,11,1.9,73.5,Successful,South
COLLAB0819,2026-02-01,2026,Feb 2026,IT,Finance,Support,8,10.6,91.2,Successful,South
COLLAB0820,2026-02-01,2026,Feb 2026,IT,Finance,Escalation,39,8.5,56.3,Partial,East
COLLAB0821,2026-02-01,2026,Feb 2026,IT,HR,Support,29,5.6,95.2,Successful,West
COLLAB0822,2026-02-01,2026,Feb 2026,IT,HR,Escalation,24,6.8,75.2,Successful,West
COLLAB0823,2026-02-01,2026,Feb 2026,IT,HR,Support,18,10.6,56.7,Successful,West
COLLAB0824,2026-02-01,2026,Feb 2026,IT,HR,Escalation,21,10.0,83.1,Successful,West
COLLAB0825,2026-02-01,2026,Feb 2026,IT,Operations,Escalation,45,11.3,85.3,Failed,East
COLLAB0826,2026-02-01,2026,Feb 2026,IT,Operations,Review,15,6.9,66.9,Successful,Central
COLLAB0827,2026-02-01,2026,Feb 2026,IT,Sales,Training,22,4.1,89.6,Partial,North
COLLAB0828,2026-02-01,2026,Feb 2026,IT,Sales,Review,24,7.6,56.2,Partial,North
COLLAB0829,2026-02-01,2026,Feb 2026,IT,Sales,Training,35,14.3,68.9,Successful,South
COLLAB0830,2026-02-01,2026,Feb 2026,Operations,Finance,Project,16,7.5,70.9,Partial,Central
COLLAB0831,2026-02-01,2026,Feb 2026,Operations,Finance,Support,41,15.0,72.7,Successful,North
COLLAB0832,2026-02-01,2026,Feb 2026,Operations,Finance,Support,5,1.3,73.0,Failed,South
COLLAB0833,2026-02-01,2026,Feb 2026,Operations,HR,Review,46,7.5,96.9,Partial,South
COLLAB0834,2026-02-01,2026,Feb 2026,Operations,HR,Project,8,14.0,66.0,Failed,Central
COLLAB0835,2026-02-01,2026,Feb 2026,Operations,HR,Review,11,8.2,77.5,Partial,Central
COLLAB0836,2026-02-01,2026,Feb 2026,Operations,HR,Training,38,6.6,60.7,Partial,South
COLLAB0837,2026-02-01,2026,Feb 2026,Operations,IT,Project,38,10.9,77.8,Successful,Central
COLLAB0838,2026-02-01,2026,Feb 2026,Operations,IT,Project,21,12.4,92.9,Partial,East
COLLAB0839,2026-02-01,2026,Feb 2026,Operations,IT,Review,12,7.6,92.2,Partial,East
COLLAB0840,2026-02-01,2026,Feb 2026,Operations,Sales,Support,13,8.3,78.4,Successful,South
COLLAB0841,2026-02-01,2026,Feb 2026,Operations,Sales,Support,34,4.0,92.3,Successful,North
COLLAB0842,2026-02-01,2026,Feb 2026,Sales,Finance,Support,46,8.8,78.1,Successful,West
COLLAB0843,2026-02-01,2026,Feb 2026,Sales,Finance,Training,9,8.4,80.2,Successful,Central
COLLAB0844,2026-02-01,2026,Feb 2026,Sales,Finance,Support,27,8.0,66.3,Successful,East
COLLAB0845,2026-02-01,2026,Feb 2026,Sales,HR,Support,34,2.3,58.1,Successful,Central
COLLAB0846,2026-02-01,2026,Feb 2026,Sales,HR,Project,19,3.5,92.9,Successful,West
COLLAB0847,2026-02-01,2026,Feb 2026,Sales,HR,Support,14,13.3,67.7,Successful,North
COLLAB0848,2026-02-01,2026,Feb 2026,Sales,IT,Support,48,11.0,58.0,Failed,North
COLLAB0849,2026-02-01,2026,Feb 2026,Sales,IT,Review,10,2.5,72.0,Failed,Central
COLLAB0850,2026-02-01,2026,Feb 2026,Sales,IT,Support,19,10.7,66.8,Successful,Central
COLLAB0851,2026-02-01,2026,Feb 2026,Sales,Operations,Support,9,3.2,73.6,Successful,North
COLLAB0852,2026-02-01,2026,Feb 2026,Sales,Operations,Project,30,8.3,63.5,Failed,North
COLLAB0853,2026-02-01,2026,Feb 2026,Sales,Operations,Review,8,1.8,61.0,Successful,West
COLLAB0854,2026-03-01,2026,Mar 2026,Finance,HR,Training,34,7.2,80.0,Successful,South
COLLAB0855,2026-03-01,2026,Mar 2026,Finance,HR,Support,14,4.1,75.1,Successful,North
COLLAB0856,2026-03-01,2026,Mar 2026,Finance,HR,Project,49,14.7,73.2,Failed,West
COLLAB0857,2026-03-01,2026,Mar 2026,Finance,IT,Training,19,1.2,59.1,Successful,Central
COLLAB0858,2026-03-01,2026,Mar 2026,Finance,IT,Review,10,11.0,70.4,Successful,North
COLLAB0859,2026-03-01,2026,Mar 2026,Finance,Operations,Training,18,3.6,76.3,Successful,East
COLLAB0860,2026-03-01,2026,Mar 2026,Finance,Operations,Escalation,11,9.6,66.3,Successful,Central
COLLAB0861,2026-03-01,2026,Mar 2026,Finance,Operations,Project,29,8.9,78.6,Failed,North
COLLAB0862,2026-03-01,2026,Mar 2026,Finance,Operations,Escalation,16,2.2,86.0,Successful,Central
COLLAB0863,2026-03-01,2026,Mar 2026,Finance,Sales,Training,13,13.6,89.2,Successful,South
COLLAB0864,2026-03-01,2026,Mar 2026,Finance,Sales,Training,36,7.7,93.9,Partial,West
COLLAB0865,2026-03-01,2026,Mar 2026,HR,Finance,Review,39,8.6,60.3,Successful,West
COLLAB0866,2026-03-01,2026,Mar 2026,HR,Finance,Project,22,12.9,71.3,Successful,North
COLLAB0867,2026-03-01,2026,Mar 2026,HR,Finance,Training,28,2.9,94.8,Successful,West
COLLAB0868,2026-03-01,2026,Mar 2026,HR,IT,Review,34,4.7,70.8,Successful,South
COLLAB0869,2026-03-01,2026,Mar 2026,HR,IT,Project,37,10.4,78.5,Failed,East
COLLAB0870,2026-03-01,2026,Mar 2026,HR,IT,Review,19,5.1,96.0,Partial,Central
COLLAB0871,2026-03-01,2026,Mar 2026,HR,IT,Project,22,14.5,85.3,Partial,West
COLLAB0872,2026-03-01,2026,Mar 2026,HR,Operations,Review,31,12.0,67.1,Successful,West
COLLAB0873,2026-03-01,2026,Mar 2026,HR,Operations,Escalation,44,6.5,82.8,Failed,North
COLLAB0874,2026-03-01,2026,Mar 2026,HR,Sales,Review,9,6.7,82.9,Successful,North
COLLAB0875,2026-03-01,2026,Mar 2026,HR,Sales,Review,30,7.3,70.9,Successful,South
COLLAB0876,2026-03-01,2026,Mar 2026,HR,Sales,Support,9,8.6,94.7,Partial,South
