collab_id,period,year,month,source_dept,target_dept,collaboration_type,interactions_count,avg_resolution_days,satisfaction_score,outcome,region
COLLAB0877,2026-03-01,2026,Mar 2026,IT,Finance,Review,11,3.5,59.3,Partial,North
COLLAB0878,2026-03-01,2026,Mar 2026,IT,Finance,Escalation,39,3.6,64.4,Partial,South
COLLAB0879,2026-03-01,2026,Mar 2026,IT,HR,Support,31,10.6,93.9,Partial,East
COLLAB0880,2026-03-01,2026,Mar 2026,IT,HR,Support,24,5.3,94.0,Partial,East
COLLAB0881,2026-03-01,2026,Mar 2026,IT,Operations,Project,7,13.8,77.3,Partial,West
COLLAB0882,2026-03-01,2026,Mar 2026,IT,Operations,Support,19,11.8,76.5,Partial,South
COLLAB0883,2026-03-01,2026,Mar 2026,IT,Operations,Escalation,44,13.1,68.7,Successful,East
COLLAB0884,2026-03-01,2026,Mar 2026,IT,Operations,Review,26,12.2,93.1,Failed,East
COLLAB0885,2026-03-01,2026,Mar 2026,IT,Sales,Review,49,8.3,75.6,Successful,East
COLLAB0886,2026-03-01,2026,Mar 2026,IT,Sales,Escalation,33,9.8,73.4,Failed,West
COLLAB0887,2026-03-01,2026,Mar 2026,IT,Sales,Project,27,1.3,76.6,Successful,North
COLLAB0888,2026-03-01,2026,Mar 2026,Operations,Finance,Escalation,36,6.5,77.7,Partial,West
COLLAB0889,2026-03-01,2026,Mar 2026,Operations,Finance,Project,28,4.6,56.3,Successful,East
COLLAB0890,2026-03-01,2026,Mar 2026,Operations,Finance,Project,36,6.8,65.7,Successful,East
COLLAB0891,2026-03-01,2026,Mar 2026,Operations,Finance,Review,26,9.1,55.3,Successful,East
COLLAB0892,2026-03-01,2026,Mar 2026,Operations,HR,Training,35,3.9,77.5,Successful,East
COLLAB0893,2026-03-01,2026,Mar 2026,Operations,HR,Escalation,17,6.5,82.5,Partial,North
COLLAB0894,2026-03-01,2026,Mar 2026,Operations,HR,Support,49,8.5,74.8,Successful,East
COLLAB0895,2026-03-01,2026,Mar 2026,Operations,IT,Training,18,5.1,88.9,Partial,Central
COLLAB0896,2026-03-01,2026,Mar 2026,Operations,IT,Project,30,14.8,83.1,Partial,West
COLLAB0897,2026-03-01,2026,Mar 2026,Operations,IT,Training,39,10.8,75.8,Partial,North
COLLAB0898,2026-03-01,2026,Mar 2026,Operations,IT,Review,46,2.5,60.8,Partial,North
COLLAB0899,2026-03-01,2026,Mar 2026,Operations,Sales,Training,27,11.1,78.8,Successful,West
COLLAB0900,2026-03-01,2026,Mar 2026,Operations,Sales,Training,49,2.6,93.0,Successful,East
COLLAB0901,2026-03-01,2026,Mar 2026,Sales,Finance,Project,35,12.3,59.6,Successful,South
COLLAB0902,2026-03-01,2026,Mar 2026,Sales,Finance,Project,32,11.5,63.2,Partial,West
COLLAB0903,2026-03-01,2026,Mar 2026,Sales,Finance,Project,38,10.8,70.3,Successful,South
COLLAB0904,2026-03-01,2026,Mar 2026,Sales,Finance,Project,25,8.9,63.0,Successful,North
COLLAB0905,2026-03-01,2026,Mar 2026,Sales,HR,Support,8,10.6,62.8,Failed,South
COLLAB0906,2026-03-01,2026,Mar 2026,Sales,HR,Project,27,4.1,92.5,Successful,North
COLLAB0907,2026-03-01,2026,Mar 2026,Sales,HR,Escalation,32,8.8,66.0,Successful,West
COLLAB0908,2026-03-01,2026,Mar 2026,Sales,HR,Training,26,11.8,57.9,Successful,West
COLLAB0909,2026-03-01,2026,Mar 2026,Sales,IT,Project,41,8.5,83.2,Successful,Central
COLLAB0910,2026-03-01,2026,Mar 2026,Sales,IT,Escalation,40,7.7,76.9,Partial,East
COLLAB0911,2026-03-01,2026,Mar 2026,Sales,IT,Escalation,25,1.3,63.4,Successful,Central
COLLAB0912,2026-03-01,2026,Mar 2026,Sales,Operations,Training,17,3.6,77.8,Successful,North
COLLAB0913,2026-03-01,2026,Mar 2026,Sales,Operations,Project,43,1.4,75.0,Successful,East
COLLAB0914,2026-03-01,2026,Mar 2026,Sales,Operations,Training,31,13.4,67.2,Successful,Central
COLLAB0915,2026-04-01,2026,Apr 2026,Finance,HR,Training,36,6.9,90.1,Partial,East
COLLAB0916,2026-04-01,2026,Apr 2026,Finance,HR,Review,40,15.0,75.6,Partial,North
COLLAB0917,2026-04-01,2026,Apr 2026,Finance,HR,Training,9,1.6,72.4,Partial,South
COLLAB0918,2026-04-01,2026,Apr 2026,Finance,IT,Training,31,1.1,70.3,Successful,West
COLLAB0919,2026-04-01,2026,Apr 2026,Finance,IT,Project,32,13.6,61.7,Successful,Central
COLLAB0920,2026-04-01,2026,Apr 2026,Finance,IT,Training,31,9.5,58.6,Successful,Central
COLLAB0921,2026-04-01,2026,Apr 2026,Finance,IT,Support,7,9.3,89.8,Successful,East
COLLAB0922,2026-04-01,2026,Apr 2026,Finance,Operations,Support,25,8.5,84.6,Successful,Central
COLLAB0923,2026-04-01,2026,Apr 2026,Finance,Operations,Review,13,5.9,55.5,Partial,Central
COLLAB0924,2026-04-01,2026,Apr 2026,Finance,Operations,Support,10,5.8,95.4,Successful,North
COLLAB0925,2026-04-01,2026,Apr 2026,Finance,Sales,Project,28,4.6,90.2,Partial,South
COLLAB0926,2026-04-01,2026,Apr 2026,Finance,Sales,Project,24,12.0,91.7,Partial,Central
COLLAB0927,2026-04-01,2026,Apr 2026,Finance,Sales,Escalation,22,8.7,81.6,Partial,West
COLLAB0928,2026-04-01,2026,Apr 2026,HR,Finance,Training,14,1.8,86.9,Successful,South
COLLAB0929,2026-04-01,2026,Apr 2026,HR,Finance,Training,47,14.2,57.9,Failed,North
COLLAB0930,2026-04-01,2026,Apr 2026,HR,IT,Review,35,1.3,56.1,Partial,North
COLLAB0931,2026-04-01,2026,Apr 2026,HR,IT,Escalation,28,2.8,60.4,Partial,West
COLLAB0932,2026-04-01,2026,Apr 2026,HR,IT,Review,29,14.3,87.9,Successful,West
COLLAB0933,2026-04-01,2026,Apr 2026,HR,IT,Review,44,12.7,62.9,Successful,Central
COLLAB0934,2026-04-01,2026,Apr 2026,HR,Operations,Escalation,34,13.5,84.7,Successful,Central
COLLAB0935,2026-04-01,2026,Apr 2026,HR,Operations,Training,36,11.4,65.4,Successful,East
COLLAB0936,2026-04-01,2026,Apr 2026,HR,Sales,Review,45,11.4,60.1,Partial,Central
COLLAB0937,2026-04-01,2026,Apr 2026,HR,Sales,Support,26,3.1,73.6,Successful,North
COLLAB0938,2026-04-01,2026,Apr 2026,HR,Sales,Support,23,3.3,80.4,Successful,East
COLLAB0939,2026-04-01,2026,Apr 2026,HR,Sales,Support,12,3.7,93.5,Partial,South
COLLAB0940,2026-04-01,2026,Apr 2026,IT,Finance,Training,28,4.2,75.3,Successful,North
COLLAB0941,2026-04-01,2026,Apr 2026,IT,Finance,Training,27,3.2,86.0,Failed,South
COLLAB0942,2026-04-01,2026,Apr 2026,IT,HR,Review,10,8.3,83.1,Successful,West
COLLAB0943,2026-04-01,2026,Apr 2026,IT,HR,Project,21,3.5,87.5,Successful,South
COLLAB0944,2026-04-01,2026,Apr 2026,IT,Operations,Training,40,11.5,55.8,Partial,East
COLLAB0945,2026-04-01,2026,Apr 2026,IT,Operations,Support,45,13.9,71.2,Successful,East
COLLAB0946,2026-04-01,2026,Apr 2026,IT,Sales,Training,27,1.7,86.9,Successful,South
COLLAB0947,2026-04-01,2026,Apr 2026,IT,Sales,Support,11,11.9,78.0,Successful,Central
COLLAB0948,2026-04-01,2026,Apr 2026,IT,Sales,Project,35,5.3,62.8,Successful,East
COLLAB0949,2026-04-01,2026,Apr 2026,Operations,Finance,Escalation,20,6.3,63.0,Successful,East
COLLAB0950,2026-04-01,2026,Apr 2026,Operations,Finance,Review,11,1.4,68.2,Successful,Central
COLLAB0951,2026-04-01,2026,Apr 2026,Operations,Finance,Training,9,9.1,79.4,Partial,South
COLLAB0952,2026-04-01,2026,Apr 2026,Operations,HR,Training,18,5.2,56.8,Successful,South
COLLAB0953,2026-04-01,2026,Apr 2026,Operations,HR,Support,19,13.8,59.7,Partial,Central
COLLAB0954,2026-04-01,2026,Apr 2026,Operations,HR,Review,27,8.8,55.9,Successful,East
COLLAB0955,2026-04-01,2026,Apr 2026,Operations,HR,Project,42,10.1,83.4,Failed,South
COLLAB0956,2026-04-01,2026,Apr 2026,Operations,IT,Support,20,9.2,56.9,Successful,West
COLLAB0957,2026-04-01,2026,Apr 2026,Operations,IT,Training,34,5.6,96.7,Successful,East
COLLAB0958,2026-04-01,2026,Apr 2026,Operations,IT,Escalation,12,3.3,83.3,Successful,Central
COLLAB0959,2026-04-01,2026,Apr 2026,Operations,Sales,Training,15,4.9,82.9,Failed,North
COLLAB0960,2026-04-01,2026,Apr 2026,Operations,Sales,Project,10,8.5,65.2,Successful,West
COLLAB0961,2026-04-01,2026,Apr 2026,Operations,Sales,Escalation,42,7.4,82.3,Failed,Central
COLLAB0962,2026-04-01,2026,Apr 2026,Operations,Sales,Escalation,22,4.9,88.4,Successful,Central
COLLAB0963,2026-04-01,2026,Apr 2026,Sales,Finance,Project,39,8.3,91.6,Successful,East
COLLAB0964,2026-04-01,2026,Apr 2026,Sales,Finance,Support,49,4.8,70.4,Successful,Central
COLLAB0965,2026-04-01,2026,Apr 2026,Sales,HR,Project,27,11.8,55.8,Partial,West
COLLAB0966,2026-04-01,2026,Apr 2026,Sales,HR,Review,40,2.8,72.1,Partial,East
COLLAB0967,2026-04-01,2026,Apr 2026,Sales,HR,Escalation,23,11.6,68.8,Successful,West
COLLAB0968,2026-04-01,2026,Apr 2026,Sales,IT,Escalation,28,2.7,59.9,Partial,South
COLLAB0969,2026-04-01,2026,Apr 2026,Sales,IT,Support,43,11.7,65.5,Successful,South
COLLAB0970,2026-04-01,2026,Apr 2026,Sales,IT,Escalation,8,11.8,91.6,Successful,East
COLLAB0971,2026-04-01,2026,Apr 2026,Sales,Operations,Project,30,10.5,65.1,Partial,Central
COLLAB0972,2026-04-01,2026,Apr 2026,Sales,Operations,Review,33,10.2,75.7,Partial,South
COLLAB0973,2026-04-01,2026,Apr 2026,Sales,Operations,Review,27,10.3,92.2,Successful,West
COLLAB0974,2026-04-01,2026,Apr 2026,Sales,Operations,Project,46,1.4,97.6,Successful,North
COLLAB0975,2026-05-01,2026,May 2026,Finance,HR,Review,28,14.7,65.8,Successful,South
COLLAB0976,2026-05-01,2026,May 2026,Finance,HR,Project,37,2.0,84.4,Successful,South
COLLAB0977,2026-05-01,2026,May 2026,Finance,HR,Project,20,11.4,88.1,Partial,South
COLLAB0978,2026-05-01,2026,May 2026,Finance,HR,Review,37,10.9,97.6,Successful,Central
COLLAB0979,2026-05-01,2026,May 2026,Finance,IT,Project,17,3.2,83.4,Partial,Central
COLLAB0980,2026-05-01,2026,May 2026,Finance,IT,Escalation,33,9.1,68.0,Successful,East
COLLAB0981,2026-05-01,2026,May 2026,Finance,Operations,Training,36,12.9,63.2,Successful,South
COLLAB0982,2026-05-01,2026,May 2026,Finance,Operations,Support,41,7.8,58.2,Successful,West
COLLAB0983,2026-05-01,2026,May 2026,Finance,Sales,Escalation,40,14.7,83.9,Partial,East
COLLAB0984,2026-05-01,2026,May 2026,Finance,Sales,Escalation,24,10.0,93.0,Successful,Central
COLLAB0985,2026-05-01,2026,May 2026,Finance,Sales,Training,15,11.2,63.7,Successful,East
COLLAB0986,2026-05-01,2026,May 2026,Finance,Sales,Support,44,3.5,69.3,Failed,East
COLLAB0987,2026-05-01,2026,May 2026,HR,Finance,Support,20,14.8,83.0,Partial,Central
COLLAB0988,2026-05-01,2026,May 2026,HR,Finance,Support,36,13.0,64.4,Successful,West
COLLAB0989,2026-05-01,2026,May 2026,HR,IT,Project,48,5.3,84.0,Partial,West
COLLAB0990,2026-05-01,2026,May 2026,HR,IT,Review,29,2.9,78.6,Successful,South
COLLAB0991,2026-05-01,2026,May 2026,HR,Operations,Review,17,14.1,82.5,Successful,South
COLLAB0992,2026-05-01,2026,May 2026,HR,Operations,Training,45,9.7,91.5,Successful,Central
COLLAB0993,2026-05-01,2026,May 2026,HR,Operations,Support,13,4.8,74.2,Successful,South
COLLAB0994,2026-05-01,2026,May 2026,HR,Sales,Support,36,1.7,69.6,Successful,West
COLLAB0995,2026-05-01,2026,May 2026,HR,Sales,Project,36,4.1,63.6,Successful,North
COLLAB0996,2026-05-01,2026,May 2026,HR,Sales,Project,24,4.8,97.8,Successful,North
COLLAB0997,2026-05-01,2026,May 2026,IT,Finance,Training,38,7.5,91.3,Successful,South
COLLAB0998,2026-05-01,2026,May 2026,IT,Finance,Review,41,2.7,72.9,Successful,West
COLLAB0999,2026-05-01,2026,May 2026,IT,Finance,Training,9,9.0,61.7,Failed,North
COLLAB1000,2026-05-01,2026,May 2026,IT,Finance,Support,35,7.4,58.6,Failed,East
COLLAB1001,2026-05-01,2026,May 2026,IT,HR,Project,23,5.8,92.6,Partial,West
COLLAB1002,2026-05-01,2026,May 2026,IT,HR,Support,25,1.5,67.1,Successful,South
COLLAB1003,2026-05-01,2026,May 2026,IT,HR,Project,34,2.6,60.7,Successful,West
COLLAB1004,2026-05-01,2026,May 2026,IT,Operations,Escalation,44,1.7,87.7,Failed,South
COLLAB1005,2026-05-01,2026,May 2026,IT,Operations,Escalation,19,5.0,74.5,Failed,South
COLLAB1006,2026-05-01,2026,May 2026,IT,Sales,Training,5,4.4,86.3,Partial,East
COLLAB1007,2026-05-01,2026,May 2026,IT,Sales,Escalation,43,10.4,72.2,Successful,North
COLLAB1008,2026-05-01,2026,May 2026,IT,Sales,Review,44,14.7,74.1,Successful,West
COLLAB1009,2026-05-01,2026,May 2026,Operations,Finance,Support,16,5.2,58.7,Successful,North
COLLAB1010,2026-05-01,2026,May 2026,Operations,Finance,Review,24,5.8,89.1,Successful,East
COLLAB1011,2026-05-01,2026,May 2026,Operations,Finance,Support,24,8.9,63.3,Partial,Central
COLLAB1012,2026-05-01,2026,May 2026,Operations,Finance,Training,20,8.1,61.4,Successful,East
COLLAB1013,2026-05-01,2026,May 2026,Operations,HR,Project,29,9.6,58.0,Successful,West
COLLAB1014,2026-05-01,2026,May 2026,Operations,HR,Support,16,9.5,72.6,Partial,South
COLLAB1015,2026-05-01,2026,May 2026,Operations,HR,Project,19,5.8,65.2,Failed,Central
COLLAB1016,2026-05-01,2026,May 2026,Operations,IT,Support,38,1.7,60.6,Partial,South
COLLAB1017,2026-05-01,2026,May 2026,Operations,IT,Escalation,5,11.9,67.3,Successful,South
COLLAB1018,2026-05-01,2026,May 2026,Operations,IT,Review,8,7.2,81.5,Successful,South
COLLAB1019,2026-05-01,2026,May 2026,Operations,IT,Training,46,8.4,70.7,Successful,North
COLLAB1020,2026-05-01,2026,May 2026,Operations,Sales,Review,14,6.8,97.5,Failed,East
COLLAB1021,2026-05-01,2026,May 2026,Operations,Sales,Review,7,8.0,76.7,Failed,East
COLLAB1022,2026-05-01,2026,May 2026,Sales,Finance,Training,27,4.8,83.3,Successful,North
COLLAB1023,2026-05-01,2026,May 2026,Sales,Finance,Review,29,10.0,72.1,Successful,West
COLLAB1024,2026-05-01,2026,May 2026,Sales,Finance,Escalation,5,1.1,58.2,Successful,East
COLLAB1025,2026-05-01,2026,May 2026,Sales,Finance,Review,38,10.2,68.3,Successful,South
COLLAB1026,2026-05-01,2026,May 2026,Sales,HR,Training,14,14.5,92.3,Failed,East
COLLAB1027,2026-05-01,2026,May 2026,Sales,HR,Project,19,2.9,84.4,Partial,East
COLLAB1028,2026-05-01,2026,May 2026,Sales,HR,Review,38,14.4,68.6,Successful,South
COLLAB1029,2026-05-01,2026,May 2026,Sales,IT,Project,25,12.8,87.6,Successful,East
COLLAB1030,2026-05-01,2026,May 2026,Sales,IT,Review,24,1.6,74.9,Successful,East
COLLAB1031,2026-05-01,2026,May 2026,Sales,Operations,Training,37,9.3,73.8,Successful,East
COLLAB1032,2026-05-01,2026,May 2026,Sales,Operations,Review,14,8.1,95.4,Successful,West
COLLAB1033,2026-05-01,2026,May 2026,Sales,Operations,Escalation,24,4.3,76.5,Successful,Central
COLLAB1034,2026-05-01,2026,May 2026,Sales,Operations,Review,21,4.8,83.6,Successful,West
COLLAB1035,2026-06-01,2026,Jun 2026,Finance,HR,Escalation,18,3.5,72.8,Successful,East
COLLAB1036,2026-06-01,2026,Jun 2026,Finance,HR,Training,40,9.3,67.9,Failed,North
COLLAB1037,2026-06-01,2026,Jun 2026,Finance,HR,Escalation,12,12.6,58.2,Partial,South
COLLAB1038,2026-06-01,2026,Jun 2026,Finance,IT,Project,41,13.3,73.3,Successful,North
COLLAB1039,2026-06-01,2026,Jun 2026,Finance,IT,Escalation,17,6.5,68.0,Successful,East
COLLAB1040,2026-06-01,2026,Jun 2026,Finance,IT,Project,24,11.9,63.7,Partial,North
COLLAB1041,2026-06-01,2026,Jun 2026,Finance,Operations,Escalation,19,2.2,95.8,Partial,North
COLLAB1042,2026-06-01,2026,Jun 2026,Finance,Operations,Review,25,1.3,67.0,Partial,Central
COLLAB1043,2026-06-01,2026,Jun 2026,Finance,Operations,Review,17,11.9,83.5,Failed,South
COLLAB1044,2026-06-01,2026,Jun 2026,Finance,Sales,Project,22,7.2,82.3,Successful,South
COLLAB1045,2026-06-01,2026,Jun 2026,Finance,Sales,Support,24,10.7,80.1,Successful,West
COLLAB1046,2026-06-01,2026,Jun 2026,Finance,Sales,Review,40,10.5,71.7,Successful,South
COLLAB1047,2026-06-01,2026,Jun 2026,Finance,Sales,Training,21,9.4,80.9,Successful,South
COLLAB1048,2026-06-01,2026,Jun 2026,HR,Finance,Escalation,43,2.5,84.9,Partial,Central
COLLAB1049,2026-06-01,2026,Jun 2026,HR,Finance,Support,19,4.9,74.0,Failed,South
COLLAB1050,2026-06-01,2026,Jun 2026,HR,Finance,Review,17,7.7,64.5,Partial,Central
COLLAB1051,2026-06-01,2026,Jun 2026,HR,IT,Escalation,44,8.0,67.4,Partial,Central
COLLAB1052,2026-06-01,2026,Jun 2026,HR,IT,Project,11,9.0,92.8,Partial,West
COLLAB1053,2026-06-01,2026,Jun 2026,HR,IT,Review,10,4.0,60.2,Partial,South
COLLAB1054,2026-06-01,2026,Jun 2026,HR,Operations,Project,22,5.5,90.0,Failed,South
COLLAB1055,2026-06-01,2026,Jun 2026,HR,Operations,Escalation,31,6.7,71.8,Partial,Central
COLLAB1056,2026-06-01,2026,Jun 2026,HR,Operations,Escalation,12,13.3,75.4,Successful,North
COLLAB1057,2026-06-01,2026,Jun 2026,HR,Sales,Training,14,11.0,67.3,Successful,East
COLLAB1058,2026-06-01,2026,Jun 2026,HR,Sales,Escalation,34,4.5,82.1,Partial,West
COLLAB1059,2026-06-01,2026,Jun 2026,HR,Sales,Escalation,11,11.1,82.2,Successful,East
COLLAB1060,2026-06-01,2026,Jun 2026,IT,Finance,Support,43,9.3,97.3,Successful,Central
COLLAB1061,2026-06-01,2026,Jun 2026,IT,Finance,Review,7,12.0,83.2,Partial,East
COLLAB1062,2026-06-01,2026,Jun 2026,IT,HR,Escalation,17,4.3,97.2,Successful,West
COLLAB1063,2026-06-01,2026,Jun 2026,IT,HR,Escalation,15,13.0,65.4,Successful,North
COLLAB1064,2026-06-01,2026,Jun 2026,IT,HR,Support,15,3.2,75.9,Partial,North
COLLAB1065,2026-06-01,2026,Jun 2026,IT,Operations,Support,20,6.2,68.7,Successful,North
COLLAB1066,2026-06-01,2026,Jun 2026,IT,Operations,Review,6,9.8,58.0,Partial,North
COLLAB1067,2026-06-01,2026,Jun 2026,IT,Operations,Support,46,6.8,75.0,Partial,East
COLLAB1068,2026-06-01,2026,Jun 2026,IT,Sales,Support,18,13.7,64.6,Partial,Central
COLLAB1069,2026-06-01,2026,Jun 2026,IT,Sales,Escalation,18,5.3,69.3,Successful,West
COLLAB1070,2026-06-01,2026,Jun 2026,IT,Sales,Escalation,14,2.4,55.3,Successful,Central
COLLAB1071,2026-06-01,2026,Jun 2026,Operations,Finance,Training,27,9.3,64.6,Partial,South
COLLAB1072,2026-06-01,2026,Jun 2026,Operations,Finance,Training,12,5.9,81.5,Successful,South
COLLAB1073,2026-06-01,2026,Jun 2026,Operations,Finance,Support,16,3.3,56.9,Partial,West
COLLAB1074,2026-06-01,2026,Jun 2026,Operations,HR,Review,35,10.8,72.3,Partial,West
COLLAB1075,2026-06-01,2026,Jun 2026,Operations,HR,Support,15,3.9,86.2,Successful,West
COLLAB1076,2026-06-01,2026,Jun 2026,Operations,HR,Project,43,7.8,80.8,Successful,East
COLLAB1077,2026-06-01,2026,Jun 2026,Operations,IT,Review,21,13.3,82.1,Failed,Central
COLLAB1078,2026-06-01,2026,Jun 2026,Operations,IT,Support,33,7.1,68.9,Partial,West
COLLAB1079,2026-06-01,2026,Jun 2026,Operations,IT,Review,9,12.9,57.0,Successful,North
COLLAB1080,2026-06-01,2026,Jun 2026,Operations,IT,Escalation,28,3.8,93.5,Partial,West
COLLAB1081,2026-06-01,2026,Jun 2026,Operations,Sales,Review,44,4.4,61.5,Partial,North
COLLAB1082,2026-06-01,2026,Jun 2026,Operations,Sales,Support,23,15.0,64.9,Successful,South
COLLAB1083,2026-06-01,2026,Jun 2026,Sales,Finance,Training,33,4.2,73.1,Successful,Central
COLLAB1084,2026-06-01,2026,Jun 2026,Sales,Finance,Review,30,12.4,66.8,Successful,North
COLLAB1085,2026-06-01,2026,Jun 2026,Sales,Finance,Review,49,1.8,62.3,Successful,West
COLLAB1086,2026-06-01,2026,Jun 2026,Sales,Finance,Escalation,12,3.0,94.6,Successful,South
COLLAB1087,2026-06-01,2026,Jun 2026,Sales,HR,Training,33,4.9,76.6,Successful,South
COLLAB1088,2026-06-01,2026,Jun 2026,Sales,HR,Support,15,8.1,97.3,Successful,East
COLLAB1089,2026-06-01,2026,Jun 2026,Sales,HR,Escalation,15,3.1,70.0,Successful,Central
COLLAB1090,2026-06-01,2026,Jun 2026,Sales,IT,Training,12,6.8,57.2,Successful,Central
COLLAB1091,2026-06-01,2026,Jun 2026,Sales,IT,Training,28,6.8,95.3,Successful,West
COLLAB1092,2026-06-01,2026,Jun 2026,Sales,IT,Training,18,11.6,69.8,Successful,East
COLLAB1093,2026-06-01,2026,Jun 2026,Sales,IT,Support,6,10.7,82.7,Failed,East
COLLAB1094,2026-06-01,2026,Jun 2026,Sales,Operations,Training,15,5.1,56.0,Partial,East
COLLAB1095,2026-06-01,2026,Jun 2026,Sales,Operations,Training,32,7.3,62.1,Partial,Central
COLLAB1096,2026-06-01,2026,Jun 2026,Sales,Operations,Support,35,3.4,81.3,Successful,Central
